,tokens,ner_tags
3832,"['""Формирование', 'математической', 'грамотности', 'учащихся""', '-', 'автор', 'И.В.', 'Кузнецова.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME']"
3833,"['Сертификат:', 'ab12cd34ef56gh78ij90kl12mn34op56\n', 'Владелец:', 'Сидоренко', 'Мария', 'Васильевна\n', 'ИФНС', 'России', 'по', 'г.', 'Воронежу', 'Воронежской', 'области\n', 'Действителен:', 'с', '03.09.2022', 'по', '03.09.2024']","['O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-COUNTRY', 'O', 'O', 'U-CITY', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O']"
3834,"['Домодедово,', 'Московская', 'обл.']","['U-CITY', 'U-REGION', 'O']"
3835,"['MIRONOVA', 'N.V.']","['U-LAST_NAME', 'O']"
3836,"['Глава', 'государства', 'обязательно', 'объясняется', ',', 'рассказывает', 'о', 'мотивах', 'своего', 'решения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3837,"['Феодосий', 'Самбук', 'участник', 'ряда', 'экспедиций', 'в', 'бассейн', 'реки', 'Печоры', 'где', 'он', 'исследовал', 'флору', 'Коми']","['U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION']"
3838,"['КРАСНАЯ', 'ПЛОЩАДЬ', ',', 'МОСКВА', ',', 'РОССИЯ', ':', 'САМЫЙ', 'ИЗВЕСТНЫЙ', 'СИМВОЛ', 'РОССИИ', '.']","['O', 'O', 'O', 'U-CITY', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O']"
3839,"['Not', 'Found']","['O', 'O']"
3840,"['пангалин:', 'Pangalin']","['O', 'O']"
3841,"['-', 'серия', 'из', 'трёх', 'компьютерных', 'игр', 'в', 'жанре', 'файтинг', ',', 'выпущенных', 'в', 'начале', '1990-х', 'годов', 'для', 'приставки', 'Neo-Geo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3842,"['Хёкур', 'попал', 'в', 'заявку', 'сборной', 'на', 'Евро-2016', '.']","['U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3843,['1148:9c2a:16d5:fe8f:be18:747:d74c:bfc1'],['O']
3844,"['zabbix', '', '', '3680820', '', '', '', '', '', '', '1', '', '0', 'Mar23', '?', '', '', '', '', '', '', '', '00:00:00', '/usr/sbin/zabbix_agentd', '-c', '/etc/zabbix/zabbix_agentd.conf']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3845,"['Автоматизация', 'технологических', 'процессови', 'производств']","['O', 'O', 'O', 'O']"
3846,"['Системы', 'приводов', 'летательных', 'аппаратов']","['O', 'O', 'O', 'O']"
3847,"['systemd[1708470]:', 'Stopped', 'target', 'Default.']","['O', 'O', 'O', 'O']"
3848,"['Клуб', 'окончил', 'розыгрыш', 'чемпионата', 'Испании', 'на', '5', 'месте', '.']","['O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O']"
3849,"['Управляющая', 'компания', '–', '«Центржилсервис».']","['O', 'O', 'O', 'O']"
3850,"['Британская', 'библиотека', ',', 'Add', '.']","['O', 'O', 'O', 'O', 'O']"
3851,"['<recoveryLog', 'xmlns=""http://schemas.openxmlformats.org/spreadsheetml/2006/main""><logFileName>Поместить', 'результат', 'восстановления', 'в', 'profiler_290320230.xml</logFileName><summary>Обнаружены', 'ошибки', 'в', 'файле', '""/Users/-mobile/Downloads/profiler_29032023.xlsx""</summary><removedRecords', 'summary=""Список', 'удаленных', 'записей:""><removedRecord>Удаленные', 'записи:', 'Формула', 'из', 'части', '/xl/worksheets/sheet1.xml</removedRecord></removedRecords></recoveryLog>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3852,['Минсельхоз'],['O']
3853,"['нотион:', 'Notion']","['O', 'O']"
3854,['BU_Assistant_RoadMap_Gamification.pptx'],['O']
3855,['Genser'],['O']
3856,['https://placekitten.com/783/655'],['O']
3857,['30-MAR-18'],['O']
3858,"['По', 'данным', 'Бюро', 'переписи', 'населения', 'США', 'площадь', 'тауншипа', 'составляет', '92,5', 'км²', ',', 'из', 'которых', '92,5', 'км²', 'занимает', 'суша', ',', 'водоёмов', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3859,"['1С:', '1C']","['O', 'O']"
3860,"['В', 'записи', 'альбома', 'приняли', 'участие', 'бас-гитарист', 'Билли', 'Шихэн', '(', 'Mr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O']"
3861,"['Нефтегазовое', 'дело']","['O', 'O']"
3862,"['lightcab:', 'LightCab']","['O', 'O']"
3863,"['Гидроэлектроэнергетические', 'установки']","['O', 'O']"
3864,['Интеко'],['O']
3865,"['В', '5', 'раунде', '«Юнайтед»', 'на', 'выезде', 'обыграл', 'Шрусбери', 'Таун', 'со', 'счётом', '3:0', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O']"
3866,"['реджистри:', 'Registry']","['O', 'O']"
3867,"['Гидротехническое', 'строительство']","['O', 'O']"
3868,['998998759666'],['O']
3869,"['ИвАНоВ', 'ПеТР', 'данииЛОВИч']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
3870,"['slack:', 'Slack']","['O', 'O']"
3871,"['Геология', 'нефти', 'и', 'газа']","['O', 'O', 'O', 'O']"
3872,['190.250.221.168'],['O']
3873,['Токарь-универсал'],['O']
3874,"[""'"", ""''"", '«Зе́ри', 'и', 'по́пуллит»', ""''"", ""'"", '(', ';', '«Голос', 'народа»', ')', '—', 'албанская', 'ежедневная', 'газета', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3875,"['Машинист', 'электровоза', '(на', 'горных', 'выработках)']","['O', 'O', 'O', 'O', 'O']"
3876,"['pycharm:', 'PyCharm']","['O', 'O']"
3877,['Наноматериалы'],['O']
3878,['/var/log/buendia/ps.log'],['O']
3879,['судостроение'],['O']
3880,['https://dummyimage.com/906x151'],['O']
3881,"['Частичная', 'мобилизация:', 'обзор', 'новостей']","['O', 'O', 'O', 'O']"
3882,"['Новый', 'тест', '2']","['O', 'O', 'O']"
3883,['STATIC_PASSWORD'],['O']
3884,"['cloudera:', 'Cloudera']","['O', 'O']"
3885,"['Химическая', 'технология', 'и', 'биотехнология']","['O', 'O', 'O', 'O']"
3886,"['Название', 'дано', 'в', 'честь', 'американского', 'штата', 'Монтана', 'и', 'родственного', 'рода', '""', 'Azhdarcho', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3887,"['smart', 'vista']","['O', 'O']"
3888,"['safari:', 'Safari']","['O', 'O']"
3889,"['Исполнитель', 'художественно-оформительских', 'работ']","['O', 'O', 'O']"
3890,"['07.03.2022\t', '14:30\t', '07.03.2022\t', '-', '85,00', '₽\t', '-', '85,00', '₽\t', 'Оплата', 'в', 'MAGNIT', '34567', 'Omsk', 'RUS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'U-COUNTRY']"
3891,"['g', 'koutouzova', '@mail.ru']","['O', 'U-LAST_NAME', 'O']"
3892,"['ФАМИЛИЯ:', 'ИВАНОВ;', 'ПОЛ:', 'МУЖСКОЙ;', 'МЕСТО', 'РОЖДЕНИЯ:', 'МОСКВА;', 'ПРОФЕССИЯ:', 'ИНЖЕНЕР']","['O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O']"
3893,"['производство', 'компьютеров']","['O', 'O']"
3894,"['битбакет:', 'bitbucket']","['O', 'O']"
3895,"['Актерское', 'искусство']","['O', 'O']"
3896,['Трансстрой'],['O']
3897,"['Радиотехнические', 'комплексы', 'и', 'системы', 'управления', 'космических', 'летательных', 'аппаратов']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3898,"['пам:', 'PAM']","['O', 'O']"
3899,"['Высокотехнологические', 'плазменные', 'и', 'энергетические', 'установки']","['O', 'O', 'O', 'O', 'O']"
3900,"['Военное', 'и', 'административное', 'управление']","['O', 'O', 'O', 'O']"
3901,"['битбакетом:', 'bitbucket']","['O', 'O']"
3902,"['Финансист', '-', '55000', '-', 'Смирнова']","['O', 'O', 'O', 'O', 'U-LAST_NAME']"
3903,"['node:', 'Node.js']","['O', 'O']"
3904,"['зума:', 'Zoom']","['O', 'O']"
3905,"['Прикладная', 'математика']","['O', 'O']"
3906,"['Технология', 'производства', 'и', 'переработки', 'сельскохозяйственной', 'продукции']","['O', 'O', 'O', 'O', 'O', 'O']"
3907,['Парикмахер'],['O']
3908,"['Теперь', 'Франция', 'намерена', 'предложить', 'своего', 'представителя', 'именно', 'на', 'пост', 'члена', 'правления', '.']","['O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3909,"['уз:', 'Учетная', 'запись']","['O', 'O', 'O']"
3910,"['Русская', 'медная', 'компания']","['O', 'O', 'O']"
3911,"['tmpfs', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '16G', '', '', '', '', '0', '', '', '16G', '', '', '0%', '/sys/fs/cgroup']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3912,"['Теоретическая', 'экономика']","['O', 'O']"
3913,"['До', 'этого', 'Голиков', '-', 'выпускник', 'Ленинградского', 'финансово', '-', 'экономического', 'института', 'им', '.', 'Н', '.', 'А', '.', 'Вознесенского', 'по', 'специальности', '""', 'Бухгалтерский', 'учет', 'и', 'анализ', 'хозяйственной', 'деятельности', '""', '-', '10', 'лет', 'работал', 'на', 'госслужбе', 'в', 'Москве', '.']","['O', 'O', 'U-LAST_NAME', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O']"
3914,"['Семейный', 'кодекс', '(СК', 'РФ)']","['O', 'O', 'O', 'U-COUNTRY']"
3915,"['Проектирование,', 'производство', 'и', 'испытание', 'корабельного', 'вооружения', 'и', 'информационно-управляющих', 'систем']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3916,"['Филиал', 'АК', 'БАРС', 'Банка', 'в', 'г.', 'Уфа']","['O', 'O', 'O', 'O', 'O', 'O', 'U-CITY']"
3917,"['Адамс', ',', 'Герберт']","['U-LAST_NAME', 'O', 'U-FIRST_NAME']"
3918,['T*e5(9Itd0bec6a9806a5fc22d940885dbdbc65b'],['O']
3919,"['Лазерные', 'системы']","['O', 'O']"
3920,"['Одна', 'из', 'основных', 'проблем', ',', 'которой', 'планирует', 'заняться', 'Сергей', 'Лукин', 'в', 'Совете', 'Федерации', ',', '-', 'это', 'вопросы', 'ЖКХ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3921,"['Крестьяне', 'в', 'Польше', 'оказались', 'под', 'исключительной', 'юрисдикцией', 'своих', 'феодалов', '.']","['O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3922,"['Экономика', 'и', 'управление', 'на', 'предприятии']","['O', 'O', 'O', 'O', 'O']"
3923,"['Предоставление', 'продуктов', 'и', 'услуг', 'машинного', 'обучения', 'в', 'производственном', 'процессе,', 'которые', 'помогают:']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3924,"['Строительство', 'и', 'эксплуатация', 'городских', 'путей', 'сообщения']","['O', 'O', 'O', 'O', 'O', 'O']"
3925,"['Механическое', 'оборудование', 'и', 'технологические', 'комплексы', 'предприятий', 'строительных', 'материалов,', 'изделий', 'и', 'конструкций']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3926,"['перенаправление', 'Диас-Канель', ',', 'Мигель']","['O', 'U-LAST_NAME', 'O', 'U-FIRST_NAME']"
3927,"['Наш', 'офис', 'находится', 'в', 'центре', 'Минска', 'по', 'адресу:', 'ул.', 'Октябрьская', ',', 'дом', '16,', 'офис', '305.']","['O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'U-STREET', 'O', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE']"
3928,"['МОСКВА', ',', 'ТВЕРСКАЯ', '10']","['U-CITY', 'O', 'U-STREET', 'U-HOUSE']"
3929,"['Организация', 'и', 'безопасность', 'движения']","['O', 'O', 'O', 'O']"
3930,['Уфаойл-Оптан'],['O']
3931,"['07.03.2022\t', '15:45\t', '07.03.2022\t', '-', '45,00', '₽\t', '-', '45,00', '₽\t', 'Оплата', 'в', 'MAGNIT', '13579', 'Yekaterinburg', 'RUS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'U-COUNTRY']"
3932,"['canban:', 'Canban']","['O', 'O']"
3933,"['Техническая', 'эксплуатация', 'транспортного', 'радиоэлектронного', 'оборудования', '(по', 'видам', 'транспорта)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3934,"['Виталий', 'Кличко', 'хочет', 'стать', 'мэром', 'Киева', 'Бывший', 'чемпион', 'мира', 'по', 'боксу', 'в', 'тяжёлом', 'весе', 'Виталий', 'Кличко', 'в', 'марте', 'будет', 'баллотироваться', 'на', 'пост', 'мэра', 'столицы', 'Украины', 'Киева']","['U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'U-CITY']"
3935,['opopopo@bk.ru'],['O']
3936,"['Мастер', 'шиномонтажной', 'мастерской']","['O', 'O', 'O']"
3937,"['Инженерные', 'системы', 'сельскохозяйственного', 'водоснабжения,', 'обводнения', 'и', 'водоотведения']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3938,['строительство'],['O']
3939,"['Cybersecurity', 'Framework']","['O', 'O']"
3940,"['Глава', 'совета', 'директоров', 'Альфа', '-', 'банка', 'Йоханн', 'Йонах', 'может', 'оставить', 'свое', 'место', 'работы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O']"
3941,"['Искусство', 'словесности']","['O', 'O']"
3942,['RoadMap_2023_final-2.xlsx'],['O']
3943,"['Техническая', 'эксплуатация', 'гидравлических', 'машин,', 'гидроприводов', 'и', 'гидропневмоавтоматики']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3944,"['systemd[1708470]:', 'Reached', 'target', 'Default.']","['O', 'O', 'O', 'O']"
3945,"['570,73', 'руб./Гкал']","['O', 'O']"
3946,"['Для', 'перевода', '300', 'тенге', 'получателю', 'АЛИШЕРУ', 'КАРИМОВИЧУ', 'У.', 'на', 'карту', 'UnionPay-2391', 'с', 'карты', 'JCB-5189', 'отправьте', 'код', '55555', 'на', 'номер', '700.']","['O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3947,['order-215623946@insmail3.sravni.ru'],['O']
3948,['03.07.2005'],['O']
3949,"['2022-09-09', '12:41:31']","['O', 'O']"
3950,"['anna1990', '@', 'gmail', '.', 'com']","['U-FIRST_NAME', 'O', 'O', 'O', 'O']"
3951,"['Технология', 'химической', 'переработки', 'древесины']","['O', 'O', 'O', 'O']"
3952,"['Монтаж,', 'техническое', 'обслуживание', 'и', 'ремонт', 'холодильно-компрессорных', 'машин', 'и', 'установок']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3953,"['Своих', 'постов', 'лишились', 'старший', 'вице', '-', 'президент', 'Apple', 'Скотт', 'Форстолл', ',', 'отвечавший', 'за', 'разработку', 'операционной', 'системы', 'iOS', ',', 'и', 'вице', '-', 'президент', 'Джон', 'Брауэтт', ',', 'курировавший', 'вопросы', 'стратегии', 'розничной', 'торговли', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3954,['Тариф'],['O']
3955,"['synapse:', 'synapse']","['O', 'O']"
3956,"['daniel', '271176@gmail.com']","['U-FIRST_NAME', 'O']"
3957,"['Такими', 'настроениями', ',', 'к', 'примеру', ',', 'были', 'проникнуты', 'работы', '«', '»', 'Роберта', 'О.', 'Кеохэйна', 'и', '«', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O']"
3958,"['До', 'него', 'Синиша', 'Михайлович', 'сделал', 'подобное', 'на', 'ЧМ', '1998']","['O', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O']"
3959,"['0190731-SERVICE-5', '06', 'FSDG', '09', 'DFAS', 'BUCKET', 'TMP']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3960,['79158982418'],['O']
3961,"['Лесное', 'дело']","['O', 'O']"
3962,"['tmpfs', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '3.2G', '', '', '', '', '0', '', '3.2G', '', '', '0%', '/run/user/20003']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3963,['06.09.2024'],['O']
3964,"['Аксаков', ',', 'Константин', 'Сергеевич']","['U-LAST_NAME', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
3965,"['Производство', 'игрушки']","['O', 'O']"
3966,"['Расходные', 'операции', 'по', 'депозиту', 'ФЛ,', 'включая', 'закрытие', '', 'для', 'доверенного', 'лица', 'по', 'документу']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3967,['Роста'],['O']
3968,"['17', 'Фев', '1998']","['O', 'O', 'O']"
3969,['cdm-ora-ekpit'],['O']
3970,['INWARD'],['O']
3971,"['Доп.офис', '№2568/0512']","['O', 'O']"
3972,"['вел.', ',', 'что', 'соответствует', 'блеску', 'Луны', 'в', 'полнолуние', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3973,"['Агент', 'рекламный']","['O', 'O']"
3974,"['С', '1991г', '.', 'по', 'настоящее', 'время', 'пост', 'губернатора', 'Еврейской', 'Автономной', 'Области', 'занимает', 'Николай', 'Волков', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O']"
3975,"['Организация', 'бытового', 'обслуживания', 'населения']","['O', 'O', 'O', 'O']"
3976,"['21,30', 'руб./кг']","['O', 'O']"
3977,"['ZAYAVKA', 'OT', 'KUZMINOY', 'MARII', 'ALEKSANDROVNY']","['O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
3978,"['UNION', 'ALL']","['O', 'O']"
3979,"['karen-lx11.alpha.sbrf.ru', 'postgres', 'port', '5432']","['O', 'O', 'O', 'O']"
3980,"['jenkins:', 'Jenkins']","['O', 'O']"
3981,"['Адрес', 'доставки:\n', 'Тюмень', 'ул.', 'Мельникайте', '19,', 'офис 306']","['O', 'O', 'U-CITY', 'O', 'U-STREET', 'B-HOUSE', 'L-HOUSE']"
3982,"['Объединённые', 'кондитеры']","['O', 'O']"
3983,"['%Cpu(s):', '', '0.0', 'us,', '', '0.1', 'sy,', '', '0.0', 'ni,', '99.9', 'id,', '', '0.0', 'wa,', '', '0.0', 'hi,', '', '0.0', 'si,', '', '0.0', 'st']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3984,['Эпидемиология'],['O']
3985,"['Уголовно-процессуальный', 'кодекс']","['O', 'O']"
3986,['181.33.94.196'],['O']
3987,"['Слесарь', 'по', 'ремонту', 'оборудования', 'электростанций']","['O', 'O', 'O', 'O', 'O']"
3988,"['Экранизация', 'одноимённого', 'романа', 'Джона', 'Фаулза', '.']","['O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O']"
3989,"['Майоров', ',', 'Евгений', 'Александрович']","['U-LAST_NAME', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
3990,"['3', 'ноября', 'Феодосий', 'Самбук', 'приговорён', 'к', 'расстрелу', 'а', '10', 'ноября', 'приговор', 'приводится', 'в', 'исполнение']","['O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3991,"['Право', 'и', 'судебное', 'администрирование']","['O', 'O', 'O', 'O']"
3992,"['Производственный', 'календарь', 'на', '2023', 'год']","['O', 'O', 'O', 'O', 'O']"
3993,"['""', 'Лесна́я', 'со́ня', '""', '(', ')', '-', 'грызун', 'семейства', 'соневидных', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3994,"['Объединённая', 'промышленная', 'корпорация']","['O', 'O', 'O']"
3995,"['0190710-SERVICE-22', '04', 'TRFDFAS', '06', 'FAS', 'BUCKET', 'TMP']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3996,"['Бампер', 'передний', 'в', 'цвет', 'Ford', 'Focus', '3', 'Москва', ',', 'ул', '.', 'Плеханова', ',', '10Ас3']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'U-STREET', 'O', 'U-HOUSE']"
3997,"['Механизация', 'сельского', 'хозяйства']","['O', 'O', 'O']"
3998,"['Machine', 'Learning', 'Algorithms']","['O', 'O', 'O']"
3999,['MESSAGE:IMPORTANT:*:businessProcess:PPRBFraudDetection:SuspiciousActivityDetected:Notification'],['O']
4000,"['Минимальный', 'размер', 'оплаты', 'труда', '(МРОТ)']","['O', 'O', 'O', 'O', 'O']"
4001,"['Ассистент', 'Логистики_24', '04', '2024.xlsx']","['O', 'O', 'O', 'O']"
4002,['МАИР'],['O']
4003,"['ZAYAVLENIE', 'OT', 'KISELEVOY', 'EKATERINY', 'DMITRIEVNY']","['O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
4004,['79504400022'],['O']
4005,"['MOY', 'ADRES', 'PROPISKI:', 'KAZAKHSTAN,', 'ALMATINSKAYA', 'OBLAST', 'G.', 'TALDYKORGAN', 'UL.', 'ABAYA', 'D.', '10', 'KV.', '4']","['O', 'O', 'O', 'U-COUNTRY', 'U-REGION', 'O', 'O', 'U-CITY', 'O', 'U-STREET', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE']"
4006,"['6.', 'Справка', 'об', 'отсутствии', 'судимости.']","['O', 'O', 'O', 'O', 'O']"
4007,"['САРАТОВА', 'ГОРОДСКАЯ', 'БОЛЬНИЦА']","['U-DISTRICT', 'O', 'O']"
4008,"['Автоматизация', 'и', 'управление']","['O', 'O', 'O']"
4009,['https://www.zao.edu/'],['O']
4010,['VENERAISKANDAROVA90@GMAIL.COM'],['O']
4011,['ецод'],['O']
4012,"['Эксплуатация', 'аэропортов', 'и', 'обеспечение', 'полетов', 'воздушных', 'судов']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4013,['ппрб'],['O']
4014,"['Размер', 'первоначального', 'взноса', 'не', 'менее', '15%', 'от', 'суммы', 'кредита;']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4015,"['КАССОВЫЙ', 'ЧЕК', '№:', '567\t', '15.05.22', '10:00\n', 'СМЕНА:\t', '28\n', 'ИНН', '7727845777\n', '127006,', 'Москва', 'г,', 'улица', 'Красносельская,', 'дом', '№', '11\n', 'https://www.best2pay.net/']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'U-STREET', 'B-HOUSE', 'I-HOUSE', 'L-HOUSE', 'O']"
4016,"['learn_d+', '1212794', '1204530', '', '0', 'Mar29', '?', '', '', '', '', '', '', '', '00:00:00', '/usr/libexec/openssh/sftp-server']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4017,"['group', 'by', 'City']","['O', 'O', 'O']"
4018,"['Интерактивная', 'карта']","['O', 'O']"
4019,['0c:fb:2e:d0:28:75'],['O']
4020,"['ОАО', '""СТАВРОПОЛЬЭНЕРГОБАНК""', 'В', 'ЧЕРКЕССКЕ']","['O', 'O', 'O', 'U-CITY']"
4021,"['Техническая', 'эксплуатация', 'оборудования', 'для', 'производства', 'электронной', 'техники']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4022,"['производство', 'пищевой', 'упаковки']","['O', 'O', 'O']"
4023,"['ДОГОВОР', 'КУПЛИ-ПРОДАЖИ', '№', '123', 'ОТ', '01.01.2022', 'КОМПАНИЯ', 'ООО', '«КОМПАНИЯ»', 'ПРОДАВЕЦ', 'ПЛЕХАНОВ', 'С.С.', 'ПОКУПАТЕЛЬ', 'ПЕТРОВ', 'Г.Н.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'U-LAST_NAME', 'O']"
4024,"['select', 'MIGHT_HAVE_CACHE_L2X0']","['O', 'O']"
4025,['newCardToTheSameAccount:15:452381b6d1-gfdvv4g3-8e61-4a8b-b5b6-6e7v5gdhhfdgfj'],['O']
4026,"['Группа', 'компаний', '""Меркурий""']","['O', 'O', 'O']"
4027,"['Перевод', 'и', 'переводоведение']","['O', 'O', 'O']"
